TiAliquot0000061;Series-0002;M019 BEZ-VEH (F)SF01;CRC062LMX004004;CRC062LMX004004SF01;CRC062LMX004004TUMSF01;CRC0062LMXF04004TUMSF01;EXPLdtl00147;22;0;0;0;0;0;0;0;0;0;M019 BEZ-VEH (F)SF01;Tumor;SF;SF01;X;EXPLdtl00147;2;0;y;Store002;15;3;D4;Boxdtl0159;Store002153D4;D4Boxdtl0159
TiAliquot0000062;Series-0002;M019 BEZ-VEH (F)SF02;CRC062LMX004004;CRC062LMX004004SF02;CRC062LMX004004TUMSF02;CRC0062LMXF04004TUMSF02;EXPLdtl00147;22;0;0;0;0;0;0;0;0;0;M019 BEZ-VEH (F)SF02;Tumor;SF;SF02;X;EXPLdtl00147;2;0;y;Store002;15;3;D6;Boxdtl0159;Store002153D6;D6Boxdtl0159
TiAliquot0000063;Series-0002;M121 BEZ-VEH (F)FF01;CRC150LMX004004;CRC150LMX004004FF01;CRC150LMX004004TUMFF01;CRC0150LMXF04004TUMFF01;EXPLdtl00148;22;0;0;0;0;0;0;0;0;0;M121 BEZ-VEH (F)FF01;Tumor;FF;FF01;X;EXPLdtl00148;1;0;y;;;;;;;
TiAliquot0000064;Series-0002;M121 BEZ-VEH (F)RL01;CRC150LMX004004;CRC150LMX004004RL01;CRC150LMX004004TUMRL01;CRC0150LMXF04004TUMRL01;EXPLdtl00148;22;0;0;0;0;0;0;0;0;0;M121 BEZ-VEH (F)RL01;Tumor;RL;RL01;X;EXPLdtl00148;4;0;y;Store002;12;4;15;Boxdtl0133;Store00212415;15Boxdtl0133
TiAliquot0000065;Series-0002;M121 BEZ-VEH (F)RL02;CRC150LMX004004;CRC150LMX004004RL02;CRC150LMX004004TUMRL02;CRC0150LMXF04004TUMRL02;EXPLdtl00148;22;0;0;0;0;0;0;0;0;0;M121 BEZ-VEH (F)RL02;Tumor;RL;RL02;X;EXPLdtl00148;4;0;y;Store002;12;4;16;Boxdtl0133;Store00212416;16Boxdtl0133
TiAliquot0000066;Series-0002;M121 BEZ-VEH (F)SF01;CRC150LMX004004;CRC150LMX004004SF01;CRC150LMX004004TUMSF01;CRC0150LMXF04004TUMSF01;EXPLdtl00148;22;0;0;0;0;0;0;0;0;0;M121 BEZ-VEH (F)SF01;Tumor;SF;SF01;X;EXPLdtl00148;2;0;y;Store002;15;3;E8;Boxdtl0159;Store002153E8;E8Boxdtl0159
TiAliquot0000067;Series-0002;M121 BEZ-VEH (F)SF02;CRC150LMX004004;CRC150LMX004004SF02;CRC150LMX004004TUMSF02;CRC0150LMXF04004TUMSF02;EXPLdtl00148;22;0;0;0;0;0;0;0;0;0;M121 BEZ-VEH (F)SF02;Tumor;SF;SF02;X;EXPLdtl00148;2;0;y;Store002;15;3;F2;Boxdtl0159;Store002153F2;F2Boxdtl0159
TiAliquot0000068;Series-0002;M001 VEH-AZD (F)FF01;CRC050LMX004002;CRC050LMX004002FF01;CRC050LMX004002TUMFF01;CRC0050LMXF04002TUMFF01;EXPLdtl00149;22;0;0;0;0;0;0;0;0;0;M001 VEH-AZD (F)FF01;Tumor;FF;FF01;X;EXPLdtl00149;1;0;y;;;;;;;
TiAliquot0000069;Series-0002;M001 VEH-AZD (F)RL01;CRC050LMX004002;CRC050LMX004002RL01;CRC050LMX004002TUMRL01;CRC0050LMXF04002TUMRL01;EXPLdtl00149;22;0;0;0;0;0;0;0;0;0;M001 VEH-AZD (F)RL01;Tumor;RL;RL01;X;EXPLdtl00149;4;0;y;Store002;12;4;6;Boxdtl0133;Store0021246;6Boxdtl0133
TiAliquot0000070;Series-0002;M001 VEH-AZD (F)RL02;CRC050LMX004002;CRC050LMX004002RL02;CRC050LMX004002TUMRL02;CRC0050LMXF04002TUMRL02;EXPLdtl00149;22;0;0;0;0;0;0;0;0;0;M001 VEH-AZD (F)RL02;Tumor;RL;RL02;X;EXPLdtl00149;4;0;y;Store002;12;4;7;Boxdtl0133;Store0021247;7Boxdtl0133
