sample	to_germline	to_tumor	to_case	to_all
2500-CRC0177LMX0A01201TUMD01000-021-C6	{CRC0177NLH0000000000D01000-021-C5:1 CRC0177NLH0000000000D01000-04-E4:1 }	{CRC0177LMX0B02004TUMD01000-011-G4:0 CRC0177LMX0B03003TUMD01000-017-A12:0 CRC0177LMX0A01201TUMD01000-021-C6:0 CRC0177LMX0B01001TUMD01000-08-D12:0 CRC0177LMX0A01001TUMD01000-07-D12:0 }	{CRC0177LMX0B02004TUMD01000-011-G4:0 CRC0177LMX0B03003TUMD01000-017-A12:0 CRC0177LMX0A01201TUMD01000-021-C6:0 CRC0177LMX0B01001TUMD01000-08-D12:0 CRC0177LMX0A01001TUMD01000-07-D12:0 }	
2501-CRC0179NLH0000000000D01000-021-C7	{CRC0020NLH0000000000D01000-03-B2:0 CRC0179NLH0000000000D01000-04-F4:0 CRC0179NLH0000000000D01000-021-C7:0 }	{CRC0020LMH0000000000D01000-01-B2:0 CRC0179LMH0000000000D01000-02-F4:0 }	{CRC0179NLH0000000000D01000-04-F4:0 CRC0179LMH0000000000D01000-02-F4:0 CRC0179NLH0000000000D01000-021-C7:0 }	
2502-CRC0179LMX0A01201TUMD01000-021-C8	{CRC0020NLH0000000000D01000-03-B2:1 CRC0179NLH0000000000D01000-04-F4:1 CRC0179NLH0000000000D01000-021-C7:1 }	{CRC0179LMX0A03003TUMD01000-017-E11:0 CRC0179LMX0B03008TUMD01000-015-D8:0 CRC0179LMX0A01201TUMD01000-021-C8:0 CRC0179LMX0B02004TUMD01000-011-A5:0 CRC0179LMX0B03011TUMD01000-015-E8:0 CRC0179LMX0B01001TUMD01000-08-F12:0 CRC0179LMX0A03001TUMD01000-017-D11:0 CRC0179LMX0A01001TUMD01000-07-F12:0 }	{CRC0179LMX0A03003TUMD01000-017-E11:0 CRC0179LMX0B01001TUMD01000-08-F12:0 CRC0179LMX0A01201TUMD01000-021-C8:0 CRC0179LMX0B02004TUMD01000-011-A5:0 CRC0179LMX0B03011TUMD01000-015-E8:0 CRC0179LMX0A03001TUMD01000-017-D11:0 CRC0179LMX0A01001TUMD01000-07-F12:0 CRC0179LMX0B03008TUMD01000-015-D8:0 }	
2503-CRC0185NLH0000000000D01000-021-C9	{CRC0185NLH0000000000D01000-021-C9:0 }	{CRC0208LMH0000000000D01000-05-B3:1 CRC0185LMX0B03007TUMD01000-014-H6:1 CRC0188LMX0A02204TUMD05000-030-D11:1 CRC0185LMX0B01201TUMD01000-021-C10:1 CRC0185LMX0B03009TUMD01000-014-A7:1 CRC0185LMX0B02004TUMD01000-011-E5:1 CRC0177LMX0A03202TUMD05000-030-C11:1 CRC0185LMX0B01001TUMD01000-06-D10:1 }	{CRC0185NLH0000000000D01000-021-C9:0 }	
2504-CRC0185LMX0B01201TUMD01000-021-C10	{CRC0185NLH0000000000D01000-021-C9:1 }	{CRC0185LMX0B03007TUMD01000-014-H6:0 CRC0188LMX0A02204TUMD05000-030-D11:0 CRC0185LMX0B01201TUMD01000-021-C10:0 CRC0185LMX0B03009TUMD01000-014-A7:0 CRC0185LMX0B02004TUMD01000-011-E5:0 CRC0177LMX0A03202TUMD05000-030-C11:0 CRC0185LMX0B01001TUMD01000-06-D10:0 }	{CRC0185LMX0B01201TUMD01000-021-C10:0 CRC0185LMX0B02004TUMD01000-011-E5:0 CRC0185LMX0B03009TUMD01000-014-A7:0 CRC0185LMX0B03007TUMD01000-014-H6:0 CRC0185LMX0B01001TUMD01000-06-D10:0 }	
2505-CRC0186NLH0000000000D03000-021-C11	{CRC0186NLH0000000000D03000-021-C11:0 CRC0186NLH0000000000D01000-05-D9:0 }	{CRC0186LMH0000000000D01000-05-D6:0 }	{CRC0186NLH0000000000D03000-021-C11:0 CRC0186LMH0000000000D01000-05-D6:0 CRC0186NLH0000000000D01000-05-D9:0 }	
2507-CRC0188NLH0000000000D01000-021-D1	{CRC0188NLH0000000000D01000-04-B5:0 CRC0188NLH0000000000D01000-021-D1:0 }	{CRC0188LMH0000000000D01000-02-B5:0 }	{CRC0188NLH0000000000D01000-04-B5:0 CRC0188LMH0000000000D01000-02-B5:0 CRC0188NLH0000000000D01000-021-D1:0 }	
2508-CRC0188LMX0A01201TUMD01000-021-D2	{CRC0129NLH0000000000D01000-020-E9:3 CRC0188NLH0000000000D01000-04-B5:3 CRC0137NLH0000000000D01000-020-F1:3 CRC0424NMH0000000000D01000-015-H8:3 CRC0188NLH0000000000D01000-021-D1:3 CRC0137NLH0000000000D01000-03-C11:3 CRC0586NLH0000000000D01000-031-C10:3 CRC0493NLH0000000000D01000-025-C6:3 }	{CRC0125LMX0A03201TUMD05000-030-G8:0 CRC0188LMX0A03002TUMD01000-012-F1:0 CRC0157LMX0A03206TUMD05000-030-E11:0 CRC0188LMX0A01201TUMD01000-021-D2:0 CRC0188LMX0A03003TUMD01000-012-G1:0 }	{CRC0188LMX0A03002TUMD01000-012-F1:0 CRC0188LMX0A03003TUMD01000-012-G1:0 CRC0188LMX0A01201TUMD01000-021-D2:0 }	
2509-CRC0190NLH0000000000D01000-021-D3	{CRC0190NLH0000000000D01000-021-D3:0 CRC0190NLH0000000000D01000-04-C5:0 }	{CRC0190LMX0A01001TUMD01000-06-B4:0 CRC0190LMX0B01001TUMD01000-06-G10:0 CRC0190LMX0A02004TUMD01000-011-A6:0 CRC0190LMX0A01201TUMD01000-021-D4:0 CRC0190LMH0000000000D01000-02-C5:0 CRC0190LMX0B02004TUMD01000-011-B6:0 }	{CRC0190LMX0A01001TUMD01000-06-B4:0 CRC0190LMX0B01001TUMD01000-06-G10:0 CRC0190LMX0A02004TUMD01000-011-A6:0 CRC0190NLH0000000000D01000-021-D3:0 CRC0190LMX0A01201TUMD01000-021-D4:0 CRC0190NLH0000000000D01000-04-C5:0 CRC0190LMH0000000000D01000-02-C5:0 CRC0190LMX0B02004TUMD01000-011-B6:0 }	
2510-CRC0190LMX0A01201TUMD01000-021-D4	{CRC0190NLH0000000000D01000-021-D3:0 CRC0190NLH0000000000D01000-04-C5:0 }	{CRC0190LMX0A01001TUMD01000-06-B4:0 CRC0190LMX0B01001TUMD01000-06-G10:0 CRC0190LMX0A02004TUMD01000-011-A6:0 CRC0190LMX0A01201TUMD01000-021-D4:0 CRC0190LMH0000000000D01000-02-C5:0 CRC0190LMX0B02004TUMD01000-011-B6:0 }	{CRC0190LMX0A01001TUMD01000-06-B4:0 CRC0190LMX0B01001TUMD01000-06-G10:0 CRC0190LMX0A02004TUMD01000-011-A6:0 CRC0190NLH0000000000D01000-021-D3:0 CRC0190LMX0A01201TUMD01000-021-D4:0 CRC0190NLH0000000000D01000-04-C5:0 CRC0190LMH0000000000D01000-02-C5:0 CRC0190LMX0B02004TUMD01000-011-B6:0 }	
2511-CRC0199NLH0000000000D01000-021-D5	{CRC0199NLH0000000000D01000-021-D5:0 }	{CRC0200LMH0000000000D01000-02-G5:3 CRC0054LMX0A02004TUMD01000-09-H1:3 CRC0072LMH0000000000D01000-01-E5:3 CRC0427LMX0B01001TUMD01000-019-H6:3 CRC0199LMX0B03013TUMD01000-030-E7:3 CRC0085LMH0000000000D01000-01-C7:3 CRC0199LMX0A01001TUMD01000-06-D4:3 CRC0427LMX0A01001TUMD01000-018-G9:3 CRC0199LMX0A03004TUMD01000-017-B8:3 CRC0199LMX0A02001TUMD01000-014-E2:3 CRC0199LMX0B02004TUMD01000-011-H6:3 }	{CRC0199NLH0000000000D01000-021-D5:0 }	
2512-CRC0199LMX0A01201TUMD01000-021-D6	{CRC0320NLH0000000000D01000-05-G12:4 CRC0199NLH0000000000D01000-021-D5:4 }	{CRC0199LMX0A01201TUMD01000-021-D6:0 }	{CRC0199LMX0A01201TUMD01000-021-D6:0 }	
2513-CRC0202NLH0000000000D01000-021-D7	{CRC0202NLH0000000000D01000-021-D7:0 CRC0202NLH0000000000D01000-04-H5:0 }	{CRC0202LMX0B03004TUMD01000-012-A1:0 CRC0202LMX0A02004TUMD01000-011-A7:0 CRC0202LMH0000000000D01000-02-H5:0 CRC0202LMX0B03006TUMD01000-012-B1:0 CRC0202LMX0B01001TUMD01000-06-C11:0 CRC0202LMX0B02004TUMD01000-011-B7:0 CRC0202LMX0A01001TUMD01000-06-E4:0 }	{CRC0202NLH0000000000D01000-04-H5:0 CRC0202LMX0A01001TUMD01000-06-E4:0 CRC0202LMX0A02004TUMD01000-011-A7:0 CRC0202LMH0000000000D01000-02-H5:0 CRC0202LMX0B03006TUMD01000-012-B1:0 CRC0202NLH0000000000D01000-021-D7:0 CRC0202LMX0B01001TUMD01000-06-C11:0 CRC0202LMX0B02004TUMD01000-011-B7:0 CRC0202LMX0B03004TUMD01000-012-A1:0 }	
2514-CRC0202LMX0A01201TUMD01000-021-D8	{CRC0616NLH0000000000D01000-028-B5:2 CRC0204NLH0000000000D01000-021-D9:2 CRC0204NLH0000000000D01000-04-B6:2 CRC0070NLH0000000000D01000-03-E4:2 }	{CRC0204LMX0B03009TUMD01000-014-E5:0 CRC0204LMX0A02004TUMD01000-011-C7:0 CRC0204LMH0000000000D01000-02-B6:0 CRC0204LMX0B02004TUMD01000-011-D7:0 CRC0204LMX0A01001TUMD01000-06-F4:0 CRC0202LMX0A01201TUMD01000-021-D8:0 CRC0204LMX0A03007TUMD01000-014-D5:0 CRC0204LMX0B01001TUMD01000-06-D11:0 }	{CRC0202LMX0A01201TUMD01000-021-D8:0 }	
2515-CRC0204NLH0000000000D01000-021-D9	{CRC0204NLH0000000000D01000-021-D9:0 CRC0204NLH0000000000D01000-04-B6:0 }	{CRC0204LMX0B03009TUMD01000-014-E5:2 CRC0204LMX0A02004TUMD01000-011-C7:2 CRC0330LMX0A03002TUMD01000-019-H10:2 CRC0204LMH0000000000D01000-02-B6:2 CRC0070LMH0000000000D01000-01-E4:2 CRC0330LMX0A01001TUMD01000-013-C8:2 CRC0330LMX0A03004TUMD01000-019-C11:2 CRC0183LMH0000000000D01000-02-H4:2 CRC0330LMX0A01001TUMD01000-013-A3:2 CRC0204LMX0A01001TUMD01000-06-F4:2 CRC0202LMX0A01201TUMD01000-021-D8:2 CRC0330LMX0A03003TUMD01000-019-A11:2 CRC0204LMX0A03007TUMD01000-014-D5:2 CRC0330LMX0A03001TUMD01000-019-G10:2 CRC0330LMX0A02004TUMD01000-014-B4:2 CRC0204LMX0B02004TUMD01000-011-D7:2 CRC0204LMX0B01001TUMD01000-06-D11:2 }	{CRC0204NLH0000000000D01000-021-D9:0 CRC0204NLH0000000000D01000-04-B6:0 }	
2516-CRC0204LMX0A01201TUMD01000-021-D10	{CRC0253NLH0000000000D01000-05-D2:0 CRC0229NLH0000000000D01000-04-B8:0 }	{CRC0229LMX0B01001TUMD01000-06-D12:0 CRC0229LMX0A02004TUMD01000-011-H8:0 CRC0229LMX0B04005TUMD01000-034-A1:0 CRC0229LMH0000000000D01000-02-B8:0 CRC0229LMX0B02004TUMD01000-011-A9:0 CRC0229LMX0B05016TUMD01000-034-A12:0 CRC0214LMX0A01001TUMD01000-06-H4:0 CRC0204LMX0A01201TUMD01000-021-D10:0 CRC0229LMX0B03003TUMD01000-029-H10:0 CRC0229LMX0B05017TUMD01000-034-B12:0 CRC0229LMX0A01001TUMD01000-06-G5:0 }	{CRC0204LMX0A01201TUMD01000-021-D10:0 }	
2517-CRC0219NLH0000000000D01000-021-D11	{CRC0219NLH0000000000D01000-04-E7:0 CRC0219NLH0000000000D01000-021-D11:0 }	{CRC0219LMX0A03001TUMD01000-017-F1:0 CRC0219LMX0B01001TUMD01000-06-B12:0 CRC0219LMH0000000000D01000-02-E7:0 CRC0219LMX0A02001TUMD01000-014-A3:0 CRC0219LMX0A03005TUMD01000-017-A8:0 CRC0219LMX0B03003TUMD01000-015-F2:0 CRC0219LMX0A03003TUMD01000-017-E1:0 CRC0219LMX0A01001TUMD01000-06-D5:0 CRC0219LMX0B02001TUMD01000-011-F8:0 CRC0219LMX0B03005TUMD01000-015-E2:0 CRC0219LMX0B03001TUMD01000-015-E3:0 }	{CRC0219LMX0A03001TUMD01000-017-F1:0 CRC0219LMX0B03003TUMD01000-015-F2:0 CRC0219NLH0000000000D01000-04-E7:0 CRC0219LMH0000000000D01000-02-E7:0 CRC0219LMX0A02001TUMD01000-014-A3:0 CRC0219LMX0A03005TUMD01000-017-A8:0 CRC0219LMX0B01001TUMD01000-06-B12:0 CRC0219NLH0000000000D01000-021-D11:0 CRC0219LMX0A03003TUMD01000-017-E1:0 CRC0219LMX0A01001TUMD01000-06-D5:0 CRC0219LMX0B02001TUMD01000-011-F8:0 CRC0219LMX0B03005TUMD01000-015-E2:0 CRC0219LMX0B03001TUMD01000-015-E3:0 }	
2519-CRC0239NLH0000000000D01000-021-E1	{CRC0239NLH0000000000D01000-04-H8:0 CRC0239NLH0000000000D01000-021-E1:0 }	{CRC0239LMH0000000000D01000-02-H8:0 }	{CRC0239LMH0000000000D01000-02-H8:0 CRC0239NLH0000000000D01000-04-H8:0 CRC0239NLH0000000000D01000-021-E1:0 }	
2520-CRC0239LMX0A01201TUMD01000-021-E2	{CRC0020NLH0000000000D01000-03-B2:3 CRC0179NLH0000000000D01000-04-F4:3 CRC0179NLH0000000000D01000-021-C7:3 CRC0239NLH0000000000D01000-04-H8:3 CRC0239NLH0000000000D01000-021-E1:3 }	{CRC0239LMX0A02004TUMD01000-011-D9:0 CRC0239LMX0A01001TUMD01000-06-C6:0 CRC0239LMX0A01201TUMD01000-021-E2:0 CRC0239LMX0A03006TUMD01000-013-G4:0 CRC0239LMX0A03001TUMD01000-013-G5:0 CRC0239LMX0A03003TUMD01000-013-G6:0 }	{CRC0239LMX0A01001TUMD01000-06-C6:0 CRC0239LMX0A02004TUMD01000-011-D9:0 CRC0239LMX0A03006TUMD01000-013-G4:0 CRC0239LMX0A01201TUMD01000-021-E2:0 CRC0239LMX0A03001TUMD01000-013-G5:0 CRC0239LMX0A03003TUMD01000-013-G6:0 }	
2521-CRC0243NLH0000000000D01000-021-E3	{CRC0243NLH0000000000D01000-021-E3:0 CRC0243NLH0000000000D01000-03-A4:0 }	{CRC0243LMH0000000000D01000-01-A4:0 }	{CRC0243LMH0000000000D01000-01-A4:0 CRC0243NLH0000000000D01000-021-E3:0 CRC0243NLH0000000000D01000-03-A4:0 }	
2522-CRC0243LMX0B01201TUMD01000-021-E4	{CRC0243NLH0000000000D01000-021-E3:2 CRC0380NLH0000000000D01000-013-E11:2 CRC0123NLH0000000000D01000-03-A11:2 CRC0243NLH0000000000D01000-03-A4:2 }	{CRC0243LMX0B01001TUMD01000-06-C8:0 CRC0243LMX0A04025TUMD01000-027-B10:0 CRC0243LMX0B01201TUMD01000-021-E4:0 CRC0243LMX0B02004TUMD01000-010-F2:0 CRC0243LMX0A02004TUMD01000-010-E2:0 }	{CRC0243LMX0B01001TUMD01000-06-C8:0 CRC0243LMX0A04025TUMD01000-027-B10:0 CRC0243LMX0B01201TUMD01000-021-E4:0 CRC0243LMX0B02004TUMD01000-010-F2:0 CRC0243LMX0A02004TUMD01000-010-E2:0 }	
2523-CRC0246NLH0000000000D01000-021-E5	{CRC0246NLH0000000000D01000-021-E5:0 CRC0246NLH0000000000D01000-03-D8:0 }	{CRC0246LMH0000000000D01000-01-D8:0 }	{CRC0246LMH0000000000D01000-01-D8:0 CRC0246NLH0000000000D01000-021-E5:0 CRC0246NLH0000000000D01000-03-D8:0 }	
2524-CRC0246LMX0B01201TUMD01000-021-E6	{CRC0246NLH0000000000D01000-021-E5:1 CRC0246NLH0000000000D01000-03-D8:1 }	{CRC0246LMX0B01001TUMD01000-06-A9:0 CRC0246LMX0B01201TUMD01000-021-E6:0 }	{CRC0246LMX0B01001TUMD01000-06-A9:0 CRC0246LMX0B01201TUMD01000-021-E6:0 }	
2525-CRC0252NLH0000000000D01000-021-E7	{CRC0252NLH0000000000D01000-03-B11:0 CRC0252NLH0000000000D01000-021-E7:0 }	{CRC0252LMH0000000000D01000-01-B11:1 }	{CRC0252NLH0000000000D01000-03-B11:0 CRC0252NLH0000000000D01000-021-E7:0 }	
2526-CRC0252LMX0A01201TUMD01000-021-E8	{CRC0252NLH0000000000D01000-03-B11:3 CRC0252NLH0000000000D01000-021-E7:3 }	{CRC0252LMX0A02004TUMD01000-010-H8:0 CRC0252LMX0A01201TUMD01000-021-E8:0 CRC0252LMX0B01001TUMD01000-08-E8:0 }	{CRC0252LMX0A02004TUMD01000-010-H8:0 CRC0252LMX0A01201TUMD01000-021-E8:0 CRC0252LMX0B01001TUMD01000-08-E8:0 }	
2527-CRC0254NLH0000000000D01000-021-E9	{CRC0254NLH0000000000D01000-04-B9:0 CRC0483NLH0000000000D01000-019-E5:0 CRC0254NLH0000000000D01000-021-E9:0 }	{CRC0254LMH0000000000D01000-02-B9:0 CRC0483LMH0000000000D01000-019-D5:0 }	{CRC0254LMH0000000000D01000-02-B9:0 CRC0254NLH0000000000D01000-021-E9:0 CRC0254NLH0000000000D01000-04-B9:0 }	
2528-CRC0254LMX0A01201TUMD01000-021-E10	{CRC0254NLH0000000000D01000-04-B9:4 CRC0483NLH0000000000D01000-019-E5:4 CRC0254NLH0000000000D01000-021-E9:4 }	{CRC0254LMX0A01201TUMD01000-021-E10:0 CRC0254LMX0A03008TUMD01000-012-F2:0 CRC0254LMX0A03009TUMD01000-012-G2:0 CRC0254LMX0B07014TUMD01000-032-C6:0 CRC0254LMX0A03006TUMD01000-012-H2:0 CRC0254LMX0A02004TUMD01000-013-E3:0 }	{CRC0254LMX0A01201TUMD01000-021-E10:0 CRC0254LMX0A03008TUMD01000-012-F2:0 CRC0254LMX0A03009TUMD01000-012-G2:0 CRC0254LMX0B07014TUMD01000-032-C6:0 CRC0254LMX0A03006TUMD01000-012-H2:0 CRC0254LMX0A02004TUMD01000-013-E3:0 }	
2529-CRC0257NLH0000000000D01000-021-E11	{CRC0257NLH0000000000D01000-021-E11:0 CRC0477NLH0000000000D01000-020-H7:0 CRC0257NLH0000000000D01000-05-G10:0 CRC0477NLH0000000000D01000-019-H3:0 }	{CRC0477LMX0A02001TUMD01000-033-F3:0 CRC0257LMX0A03005TUMD01000-015-C1:0 CRC0477LMX0A01001TUMD05000-020-H8:0 CRC0257LMX0A03003TUMD01000-015-F1:0 CRC0257LMH0000000000D01000-05-H3:0 CRC0477LMX0A07032TUMD01000-035-C3:0 CRC0477LMX0A04004TUMD01000-033-A5:0 CRC0477LMH0000000000D01000-019-G3:0 CRC0477LMX0A05035TUMD01000-033-A12:0 CRC0257LMX0A03002TUMD01000-015-D1:0 CRC0477LMX0A01001TUMD01000-022-A3:0 CRC0477LMX0A05038TUMD01000-034-F1:0 CRC0257LMX0A01001TUMD01000-012-B4:0 CRC0477LMX0A05039TUMD01000-033-B12:0 CRC0477LMX0A07010TUMD01000-035-B3:0 CRC0477LMX0A04006TUMD01000-033-H4:0 CRC0257LMX0A02004TUMD01000-013-E2:0 }	{CRC0257NLH0000000000D01000-021-E11:0 CRC0257LMX0A03005TUMD01000-015-C1:0 CRC0257LMX0A03003TUMD01000-015-F1:0 CRC0257LMH0000000000D01000-05-H3:0 CRC0257LMX0A03002TUMD01000-015-D1:0 CRC0257NLH0000000000D01000-05-G10:0 CRC0257LMX0A01001TUMD01000-012-B4:0 CRC0257LMX0A02004TUMD01000-013-E2:0 }	
2531-CRC0262NLH0000000000D01000-021-F1	{CRC0262NLH0000000000D01000-021-F1:0 CRC0542NLH0000000000D01000-023-A6:0 CRC0262NLH0000000000D01000-04-F9:0 }	{CRC0262LMX0B02001TUMD01000-011-H9:1 CRC0262LMX0A01201TUMD01000-021-F2:1 CRC0542LMX0B02004TUMD01000-029-B6:1 CRC0262LMX0B01001TUMD01000-09-A1:1 CRC0542LMX0B01001TUMD01000-030-E9:1 CRC0262LMX0A02001TUMD01000-011-G9:1 CRC0262LMX0A03203TUMD01000-030-C8:1 CRC0262LMH0000000000D01000-02-F9:1 CRC0262LMX0A01001TUMD01000-06-G6:1 }	{CRC0262NLH0000000000D01000-021-F1:0 CRC0262NLH0000000000D01000-04-F9:0 }	
2532-CRC0262LMX0A01201TUMD01000-021-F2	{CRC0262NLH0000000000D01000-021-F1:1 CRC0542NLH0000000000D01000-023-A6:1 CRC0262NLH0000000000D01000-04-F9:1 }	{CRC0262LMX0B02001TUMD01000-011-H9:0 CRC0262LMX0A01201TUMD01000-021-F2:0 CRC0542LMX0B02004TUMD01000-029-B6:0 CRC0262LMX0B01001TUMD01000-09-A1:0 CRC0542LMX0B01001TUMD01000-030-E9:0 CRC0262LMX0A02001TUMD01000-011-G9:0 CRC0262LMX0A03203TUMD01000-030-C8:0 CRC0262LMH0000000000D01000-02-F9:0 CRC0262LMX0A01001TUMD01000-06-G6:0 }	{CRC0262LMX0B02001TUMD01000-011-H9:0 CRC0262LMX0A01201TUMD01000-021-F2:0 CRC0262LMX0B01001TUMD01000-09-A1:0 CRC0262LMX0A02001TUMD01000-011-G9:0 CRC0262LMX0A03203TUMD01000-030-C8:0 CRC0262LMH0000000000D01000-02-F9:0 CRC0262LMX0A01001TUMD01000-06-G6:0 }	
2533-CRC0264NLH0000000000D01000-021-F3	{CRC0264NLH0000000000D01000-04-G9:0 CRC0264NLH0000000000D01000-021-F3:0 }	{CRC0264LMH0000000000D01000-02-G9:0 }	{CRC0264NLH0000000000D01000-04-G9:0 CRC0264LMH0000000000D01000-02-G9:0 CRC0264NLH0000000000D01000-021-F3:0 }	
2534-CRC0264LMX0A01201TUMD01000-021-F4	{CRC0264NLH0000000000D01000-04-G9:1 CRC0264NLH0000000000D01000-021-F3:1 }	{CRC0264LMX0A03201TUMD01000-030-D8:0 CRC0264LMX0A01201TUMD01000-021-F4:0 CRC0264LMX0A03010TUMD01000-014-E11:0 CRC0264LMX0A01001TUMD01000-06-H6:0 CRC0264LMX0A02001TUMD01000-011-A10:0 CRC0264LMX0B03001TUMD01000-014-F8:0 CRC0264LMX0A03012TUMD01000-014-F11:0 CRC0264LMX0B03005TUMD01000-014-A9:0 CRC0264LMX0B01001TUMD01000-09-B1:0 CRC0264LMX0B03003TUMD01000-014-G8:0 CRC0264LMX0B02004TUMD01000-013-D12:0 }	{CRC0264LMX0A03201TUMD01000-030-D8:0 CRC0264LMX0A03010TUMD01000-014-E11:0 CRC0264LMX0A01201TUMD01000-021-F4:0 CRC0264LMX0A01001TUMD01000-06-H6:0 CRC0264LMX0A02001TUMD01000-011-A10:0 CRC0264LMX0B03001TUMD01000-014-F8:0 CRC0264LMX0A03012TUMD01000-014-F11:0 CRC0264LMX0B03005TUMD01000-014-A9:0 CRC0264LMX0B01001TUMD01000-09-B1:0 CRC0264LMX0B03003TUMD01000-014-G8:0 CRC0264LMX0B02004TUMD01000-013-D12:0 }	
2535-CRC0285NLH0000000000D01000-021-F5	{CRC0285NLH0000000000D01000-05-C11:0 CRC0285NLH0000000000D01000-021-F5:0 }	{CRC0285LMH0000000000D01000-05-G4:0 }	{CRC0285NLH0000000000D01000-05-C11:0 CRC0285LMH0000000000D01000-05-G4:0 CRC0285NLH0000000000D01000-021-F5:0 }	
2536-CRC0285LMX0A01201TUMD06000-021-F6	{CRC0285NLH0000000000D01000-05-C11:1 CRC0285NLH0000000000D01000-021-F5:1 }	{CRC0285LMX0B03001TUMD01000-014-C8:0 CRC0285LMX0B02004TUMD01000-011-C10:0 CRC0285LMX0B03003TUMD01000-014-H8:0 CRC0285LMX0A01201TUMD06000-021-F6:0 CRC0285LMX0B03010TUMD01000-015-A1:0 CRC0285LMX0A03011TUMD01000-015-A2:0 CRC0285LMX0A03007TUMD01000-015-F8:0 CRC0285LMX0B01001TUMD01000-012-G3:0 CRC0285LMX0A01001TUMD01000-012-C4:0 CRC0285LMX0A02004TUMD01000-013-E1:0 CRC0285LMX0B03006TUMD01000-014-B8:0 }	{CRC0285LMX0B03001TUMD01000-014-C8:0 CRC0285LMX0B02004TUMD01000-011-C10:0 CRC0285LMX0B03003TUMD01000-014-H8:0 CRC0285LMX0A01201TUMD06000-021-F6:0 CRC0285LMX0B03010TUMD01000-015-A1:0 CRC0285LMX0A03011TUMD01000-015-A2:0 CRC0285LMX0A03007TUMD01000-015-F8:0 CRC0285LMX0B01001TUMD01000-012-G3:0 CRC0285LMX0B03006TUMD01000-014-B8:0 CRC0285LMX0A02004TUMD01000-013-E1:0 CRC0285LMX0A01001TUMD01000-012-C4:0 }	
2537-CRC0297NLH0000000000D01000-021-F7	{CRC0161NLH0000000000D01000-04-H2:0 CRC0297NLH0000000000D01000-021-F7:0 CRC0161NLH0000000000D01000-020-G5:0 CRC0297NLH0000000000D01000-04-E11:0 }	{CRC0161LMH0000000000D01000-02-H2:0 }	{CRC0297NLH0000000000D01000-021-F7:0 CRC0297NLH0000000000D01000-04-E11:0 }	
2538-CRC0297LMX0A01201TUMD06000-021-F8	{CRC0161NLH0000000000D01000-04-H2:2 CRC0297NLH0000000000D01000-021-F7:2 CRC0161NLH0000000000D01000-020-G5:2 CRC0297NLH0000000000D01000-04-E11:2 }	{CRC0161LMX0A02002TUMD01000-013-B10:0 CRC0161LMX0A04014TUMD01000-027-D8:0 CRC0161LMX0A02001TUMD01000-012-F9:0 CRC0161LMX0A05034TUMD01000-027-D10:0 CRC0161LMX0A05043TUMD01000-027-E10:0 CRC0297LMX0B01001TUMD01000-012-H3:0 CRC0161LMX0A03017TUMD01000-017-H1:0 CRC0161LMX0A02004TUMD01000-013-E4:0 CRC0161LMX0A05023TUMD01000-027-F10:0 CRC0161LMX0A01001TUMD01000-06-E3:0 CRC0132LMX0A02004TUMD01000-010-C11:0 CRC0161LMX0A05010TUMD01000-027-G10:0 CRC0297LMH0000000000D01000-02-E11:0 CRC0297LMX0A03010TUMD01000-015-A9:0 CRC0161LMX0A01201TUMD01000-020-G6:0 CRC0297LMX0B03008TUMD01000-015-B2:0 CRC0161LMX0A05053TUMD01000-027-H10:0 CRC0297LMX0B02004TUMD01000-011-G10:0 CRC0297LMX0B03011TUMD01000-015-C8:0 CRC0297LMX0A03008TUMD01000-015-D2:0 CRC0161LMX0A06001TUMD01000-029-A10:0 CRC0161LMX0A04004TUMD01000-027-A8:0 CRC0297LMX0A02001TUMD01000-014-C2:0 CRC0297LMX0A03011TUMD01000-015-F3:0 CRC0297LMX0A01201TUMD06000-021-F8:0 CRC0297LMX0A01001TUMD01000-012-D4:0 CRC0161LMX0A04005TUMD01000-027-B8:0 CRC0297LMX0B03010TUMD01000-015-G1:0 CRC0161LMX0A03222TUMD05000-032-F2:0 CRC0161LMX0A05062TUMD01000-029-H9:0 CRC0161LMX0A04009TUMD01000-027-C8:0 CRC0161LMX0A02003TUMD01000-013-B6:0 }	{CRC0297LMX0B03010TUMD01000-015-G1:0 CRC0297LMX0A02001TUMD01000-014-C2:0 CRC0297LMX0A03011TUMD01000-015-F3:0 CRC0297LMX0A01201TUMD06000-021-F8:0 CRC0297LMX0A01001TUMD01000-012-D4:0 CRC0297LMH0000000000D01000-02-E11:0 CRC0297LMX0A03008TUMD01000-015-D2:0 CRC0297LMX0A03010TUMD01000-015-A9:0 CRC0297LMX0B02004TUMD01000-011-G10:0 CRC0297LMX0B03008TUMD01000-015-B2:0 CRC0297LMX0B01001TUMD01000-012-H3:0 CRC0297LMX0B03011TUMD01000-015-C8:0 }	
2539-CRC0312NLH0000000000D01000-021-F9	{CRC0312NLH0000000000D01000-05-B12:0 CRC0312NLH0000000000D01000-021-F9:0 }	{HNC0016PRH0000000000D01000-019-C2:1 }	{CRC0312NLH0000000000D01000-05-B12:0 CRC0312NLH0000000000D01000-021-F9:0 }	
